orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,preparationtime,orderdate,shipdate
5125,Cari MacIntyre,Second Class,17.94,3,0.0,8.7906,Consumer,East,New York,Envelopes                                         ,Office Supplies,5,2014-12-04,2014-12-09
5126,Sean Braxton,First Class,14.352,3,0.2,5.2026,Home Office,West,Colorado,Envelopes                                         ,Office Supplies,3,2016-09-23,2016-09-26
5127,Sean Braxton,Second Class,17.94,3,0.0,8.7906,Corporate,South,Georgia,Envelopes                                         ,Office Supplies,5,2014-05-15,2014-05-20
5128,Giulietta Baptist,First Class,325.86,2,0.0,149.8956,Consumer,Central,Oklahoma,Envelopes                                         ,Office Supplies,1,2016-03-30,2016-03-31
5129,Katherine Nockton,Standard Class,71.97,3,0.0,35.985,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2015-04-24,2015-04-28
5130,Katherine Nockton,Standard Class,57.576,3,0.2,21.591,Corporate,East,Ohio,Envelopes                                         ,Office Supplies,4,2016-12-09,2016-12-13
5131,Max Engle,First Class,23.99,1,0.0,11.995,Corporate,East,New York,Envelopes                                         ,Office Supplies,3,2014-03-20,2014-03-23
5132,Mitch Gastineau,Second Class,47.98,2,0.0,23.99,Corporate,East,New York,Envelopes                                         ,Office Supplies,5,2016-10-28,2016-11-02
5133,Mitch Gastineau,Standard Class,57.576,3,0.2,21.591,Corporate,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2015-02-23,2015-02-27
5134,Brad Thomas,Second Class,15.28,2,0.0,7.4872,Home Office,Central,Michigan,Envelopes                                         ,Office Supplies,4,2013-06-03,2013-06-07
5135,Benjamin Patterson,Second Class,22.92,3,0.0,11.2308,Consumer,East,New York,Envelopes                                         ,Office Supplies,2,2014-03-28,2014-03-30
5136,Ruben Ausman,Standard Class,24.448,4,0.2,8.8624,Corporate,East,Ohio,Envelopes                                         ,Office Supplies,4,2016-09-25,2016-09-29
5137,Ruben Ausman,First Class,15.28,2,0.0,7.4872,Home Office,Central,Minnesota,Envelopes                                         ,Office Supplies,3,2016-11-14,2016-11-17
5138,Dorothy Wardle,Second Class,12.224,2,0.2,4.4312,Home Office,South,North Carolina,Envelopes                                         ,Office Supplies,3,2014-05-26,2014-05-29
5139,Muhammed MacIntyre,Second Class,30.56,4,0.0,14.9744,Corporate,West,California,Envelopes                                         ,Office Supplies,3,2015-03-13,2015-03-16
5140,Christy Brittain,Standard Class,15.28,2,0.0,7.4872,Consumer,South,Georgia,Envelopes                                         ,Office Supplies,4,2014-09-04,2014-09-08
5141,Christy Brittain,Standard Class,15.28,2,0.0,7.4872,Consumer,Central,Minnesota,Envelopes                                         ,Office Supplies,7,2016-08-21,2016-08-28
5142,Christy Brittain,Standard Class,12.224,2,0.2,4.4312,Consumer,Central,Illinois,Envelopes                                         ,Office Supplies,6,2014-12-05,2014-12-11
5143,Annie Thurman,Standard Class,125.36,8,0.0,58.9192,Home Office,South,Georgia,Envelopes                                         ,Office Supplies,6,2015-01-31,2015-02-06
5144,Christine Sundaresam,Standard Class,78.35,5,0.0,36.8245,Home Office,Central,Indiana,Envelopes                                         ,Office Supplies,5,2013-11-16,2013-11-21
5145,Mitch Willingham,Standard Class,12.536,1,0.2,4.2309,Consumer,West,Colorado,Envelopes                                         ,Office Supplies,6,2014-09-28,2014-10-04
5146,Mitch Willingham,Standard Class,78.35,5,0.0,36.8245,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2013-09-21,2013-09-25
5147,Jack Lebron,First Class,47.01,3,0.0,22.0947,Corporate,East,New York,Envelopes                                         ,Office Supplies,3,2016-03-24,2016-03-27
5148,Anna Haberlin,Second Class,109.69,7,0.0,51.5543,Corporate,East,Delaware,Envelopes                                         ,Office Supplies,5,2015-12-06,2015-12-11
5149,Annie Thurman,First Class,37.608,3,0.2,12.6927,Consumer,South,Florida,Envelopes                                         ,Office Supplies,1,2016-06-22,2016-06-23
5150,Annie Thurman,Standard Class,49.568,2,0.2,17.9684,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,5,2013-12-31,2014-01-05
5151,Sam Zeldin,First Class,74.352,3,0.2,26.9526,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,2,2013-11-07,2013-11-09
5152,Brad Eason,Second Class,247.84,8,0.0,121.4416,Corporate,East,New York,Envelopes                                         ,Office Supplies,2,2013-04-22,2013-04-24
5153,Brad Eason,Standard Class,61.96,2,0.0,30.3604,Corporate,West,Washington,Envelopes                                         ,Office Supplies,7,2015-12-24,2015-12-31
5154,Charlotte Melton,Standard Class,10.64,5,0.2,3.857,Home Office,West,Arizona,Envelopes                                         ,Office Supplies,7,2016-02-21,2016-02-28
5155,William Brown,First Class,7.98,3,0.0,3.9102,Corporate,East,New York,Envelopes                                         ,Office Supplies,2,2016-09-29,2016-10-01
5156,William Brown,Second Class,5.32,2,0.0,2.6068,Corporate,South,Kentucky,Envelopes                                         ,Office Supplies,3,2016-11-02,2016-11-05
5157,Jennifer Ferguson,First Class,12.768,6,0.2,4.6284,Corporate,West,Arizona,Envelopes                                         ,Office Supplies,3,2013-10-02,2013-10-05
5158,Harold Dahlen,Second Class,12.984,3,0.2,4.7067,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,2,2013-12-30,2014-01-01
5159,Harold Dahlen,Standard Class,16.23,3,0.0,7.9527,Corporate,South,Georgia,Envelopes                                         ,Office Supplies,5,2013-11-22,2013-11-27
5161,Pamela Stobb,Standard Class,10.584,7,0.2,-2.3814,Consumer,East,Pennsylvania,Envelopes                                         ,Office Supplies,4,2014-11-30,2014-12-04
5162,Pamela Stobb,Standard Class,5.67,3,0.0,0.1134,Consumer,South,Georgia,Envelopes                                         ,Office Supplies,6,2016-01-25,2016-01-31
5165,Laurel Elliston,Standard Class,10.584,7,0.2,-2.3814,Corporate,East,Pennsylvania,Envelopes                                         ,Office Supplies,5,2015-08-30,2015-09-04
5166,Frank Hawley,Second Class,6.048,4,0.2,-1.3608,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,4,2013-09-14,2013-09-18
5167,Frank Hawley,Standard Class,19.6,5,0.0,9.604,Consumer,West,Washington,Envelopes                                         ,Office Supplies,4,2016-12-29,2017-01-02
5168,Frank Hawley,First Class,5.81,1,0.0,1.8011,Consumer,Central,Kansas,Envelopes                                         ,Office Supplies,3,2014-02-08,2014-02-11
5170,Barry Franz,Standard Class,40.67,7,0.0,12.6077,Consumer,East,New York,Envelopes                                         ,Office Supplies,4,2015-10-28,2015-11-01
5171,Ralph Kennedy,Standard Class,11.62,2,0.0,3.6022,Consumer,West,California,Envelopes                                         ,Office Supplies,5,2013-04-18,2013-04-23
5172,Ralph Kennedy,Standard Class,29.05,5,0.0,9.0055,Home Office,Central,Nebraska,Envelopes                                         ,Office Supplies,4,2015-04-18,2015-04-22
5173,Ralph Kennedy,Standard Class,15.072,4,0.2,-3.768,Consumer,Central,Texas,Envelopes                                         ,Office Supplies,4,2013-10-03,2013-10-07
5174,Shahid Shariari,Standard Class,4.71,1,0.0,0.0,Home Office,West,Nevada,Envelopes                                         ,Office Supplies,4,2013-10-01,2013-10-05
5175,Shahid Shariari,Standard Class,6.976,4,0.2,1.8312,Corporate,Central,Illinois,Envelopes                                         ,Office Supplies,4,2015-02-16,2015-02-20
5176,Daniel Raglin,Standard Class,4.36,2,0.0,1.7876,Consumer,East,New York,Envelopes                                         ,Office Supplies,6,2016-09-20,2016-09-26
5177,Bobby Trafton,First Class,8.72,5,0.2,2.289,Corporate,West,Oregon,Envelopes                                         ,Office Supplies,3,2014-11-14,2014-11-17
5178,Bobby Trafton,Standard Class,6.54,3,0.0,2.6814,Corporate,Central,South Dakota,Envelopes                                         ,Office Supplies,4,2013-07-15,2013-07-19
5179,Harold Ryan,Standard Class,8.72,4,0.0,3.5752,Consumer,East,New York,Envelopes                                         ,Office Supplies,7,2015-02-15,2015-02-22
5180,Rob Dowd,First Class,4.36,2,0.0,1.7876,Consumer,West,California,Envelopes                                         ,Office Supplies,1,2015-09-06,2015-09-07
5181,William Brown,Standard Class,15.26,7,0.0,6.2566,Corporate,East,New York,Envelopes                                         ,Office Supplies,6,2015-12-12,2015-12-18
5182,William Brown,Standard Class,4.96,4,0.0,2.3312,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2016-07-14,2016-07-18
5183,William Brown,Standard Class,2.48,2,0.0,1.1656,Home Office,West,California,Envelopes                                         ,Office Supplies,4,2014-11-09,2014-11-13
5184,Karen Carlisle,Second Class,1.984,2,0.2,0.6696,Corporate,South,Florida,Envelopes                                         ,Office Supplies,4,2013-12-16,2013-12-20
5185,Marc Crier,Standard Class,1.24,1,0.0,0.5828,Consumer,East,New York,Envelopes                                         ,Office Supplies,6,2014-09-12,2014-09-18
5186,Toby Carlisle,Second Class,4.96,4,0.0,2.3312,Consumer,West,Utah,Envelopes                                         ,Office Supplies,4,2014-06-22,2014-06-26
5187,Brian Stugart,Standard Class,13.96,4,0.0,6.4216,Consumer,East,New York,Envelopes                                         ,Office Supplies,7,2016-12-28,2017-01-04
5188,Speros Goranitis,Standard Class,8.376,3,0.2,2.7222,Consumer,West,Arizona,Envelopes                                         ,Office Supplies,5,2016-08-31,2016-09-05
5189,Speros Goranitis,Second Class,8.376,3,0.2,2.7222,Corporate,South,North Carolina,Envelopes                                         ,Office Supplies,4,2013-11-04,2013-11-08
5190,Xylona Price,Second Class,11.168,4,0.2,3.6296,Consumer,Central,Texas,Envelopes                                         ,Office Supplies,2,2015-08-09,2015-08-11
5191,Xylona Price,Standard Class,10.47,3,0.0,4.8162,Consumer,West,Washington,Envelopes                                         ,Office Supplies,4,2015-09-13,2015-09-17
5192,Xylona Price,Standard Class,16.752,6,0.2,5.4444,Consumer,East,Ohio,Envelopes                                         ,Office Supplies,4,2015-11-13,2015-11-17
5194,Amy Cox,First Class,5.584,2,0.2,1.8148,Consumer,East,Ohio,Envelopes                                         ,Office Supplies,3,2014-12-24,2014-12-27
5195,Amy Cox,First Class,2.96,2,0.0,1.4208,Consumer,West,Washington,Envelopes                                         ,Office Supplies,3,2016-11-18,2016-11-21
5196,Michelle Arnett,First Class,5.92,4,0.0,2.8416,Corporate,East,New York,Envelopes                                         ,Office Supplies,1,2013-11-07,2013-11-08
5197,Ashley Jarboe,Standard Class,7.104,6,0.2,2.4864,Consumer,Central,Illinois,Envelopes                                         ,Office Supplies,5,2014-03-05,2014-03-10
5198,Troy Blackwell,Standard Class,2.368,2,0.2,0.8288,Corporate,West,Arizona,Envelopes                                         ,Office Supplies,7,2013-04-08,2013-04-15
5199,Todd Boyes,Standard Class,11.84,8,0.0,5.6832,Consumer,West,California,Envelopes                                         ,Office Supplies,4,2016-01-27,2016-01-31
5200,Brooke Gillingham,Standard Class,3.552,3,0.2,1.2432,Corporate,Central,Texas,Envelopes                                         ,Office Supplies,5,2016-12-07,2016-12-12
5201,Brooke Gillingham,Standard Class,2.368,2,0.2,0.8288,Consumer,Central,Texas,Envelopes                                         ,Office Supplies,4,2016-11-30,2016-12-04
5203,Aleksandra Gannaway,Standard Class,17.9,5,0.0,8.771,Consumer,East,New Jersey,Envelopes                                         ,Office Supplies,4,2016-10-12,2016-10-16
5204,Mitch Gastineau,Standard Class,17.9,5,0.0,8.771,Corporate,West,California,Envelopes                                         ,Office Supplies,4,2016-09-16,2016-09-20
5206,Christine Abelman,Standard Class,21.48,6,0.0,10.5252,Consumer,East,New York,Envelopes                                         ,Office Supplies,5,2015-12-15,2015-12-20
5208,Christine Abelman,First Class,17.184,6,0.2,6.2292,Home Office,East,Ohio,Envelopes                                         ,Office Supplies,3,2015-12-28,2015-12-31
5209,Cari MacIntyre,Standard Class,7.16,2,0.0,3.58,Corporate,West,California,Envelopes                                         ,Office Supplies,5,2013-09-19,2013-09-24
5212,Alex Avila,Standard Class,7.16,2,0.0,3.58,Home Office,East,New Jersey,Envelopes                                         ,Office Supplies,5,2016-04-10,2016-04-15
5213,Roy Phan,Standard Class,25.06,7,0.0,12.53,Consumer,South,Virginia,Envelopes                                         ,Office Supplies,4,2016-11-19,2016-11-23
5214,Bill Donatelli,Second Class,21.48,6,0.0,10.74,Consumer,West,California,Envelopes                                         ,Office Supplies,2,2015-07-26,2015-07-28
5215,Lena Radford,Standard Class,17.9,5,0.0,8.95,Consumer,West,Washington,Envelopes                                         ,Office Supplies,4,2013-06-17,2013-06-21
5216,Julie Kriz,Standard Class,11.68,4,0.0,5.256,Consumer,South,Mississippi,Envelopes                                         ,Office Supplies,6,2016-10-24,2016-10-30
5217,Sanjit Jacobs,Standard Class,20.44,7,0.0,9.198,Home Office,Central,Michigan,Envelopes                                         ,Office Supplies,6,2015-07-29,2015-08-04
